"Id","IsDeleted","MasterRecordId","Name","Type","RecordTypeId","ParentId","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","BillingStateCode","BillingCountryCode","BillingLatitude","BillingLongitude","BillingGeocodeAccuracy","ShippingStreet","ShippingCity","ShippingState","ShippingPostalCode","ShippingCountry","ShippingStateCode","ShippingCountryCode","ShippingLatitude","ShippingLongitude","ShippingGeocodeAccuracy","Phone","Fax","AccountNumber","Website","Sic","Industry","AnnualRevenue","NumberOfEmployees","Ownership","TickerSymbol","Description","Rating","Site","CurrencyIsoCode","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","IsExcludedFromRealign","Jigsaw","JigsawCompanyId","AccountSource","SicDesc","OperatingHoursId","Abi_Rating__c","Account_Id__c","Ad_Plays__c","Age_Range__c","AreaCode__c","Asset__c","AvailableSockets__c","AvailableSpace__c","Avg_Ad_Exposure__c","Brand__c","BusinessmanName__c","ChannelType__c","Channel__c","City__c","Company__c","ConfirmedAddress__c","Country__c","DRV_Regional__c","Department__c","Emotions__c","FirstCluster__c","Gender__c","Height__c","Hours_of_Operation__c","Impression__c","Latitude__c","Layer__c","LegalRepresentative__c","LinkedIn__c","Location_of_Premises__c","Longitude__c","Medio__c","OnlySellAlcohol__c","PicturesStore__c","PreferredHoursAndDays__c","Product__c","Region__c","SAG_Gerencia__c","Second_Cluster__c","Service_Day__c","Service_Hours__c","Services__c","Size__c","SquareMetre__c","StoreAccess__c","StoreHours__c","TaxId__c","Third_Cluster__c","UEN_Sales_division__c","Unique_Views__c","Unique_Visitors__c","Views__c","Visitors__c","WallMaterialShown__c","Winkel_Rating__c","Zone__c"
"0018a000020QLsnAAG","0","","PE-LIM-10191815","","0128a000000NQFW","000000000000000AAA","Jr. Huaytapampa 0648","INDEPENDENCIA","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","15265774","","10191815","","","","","","","","Saldana Julca, Rita Rebeca","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000011","","","","","","","","","","","","","","","","N/A","","","","","","","","-11.97016","","","","","-77.04215","","","","","","","PE Ger P1 Lima Norte","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLsoAAG","0","","PE-LIM-10198161","","0128a000000NQFW","000000000000000AAA","Coop. Viv. America Mz P Lt 26","SAN JUAN DE MIRAFLORES","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","954764381","","10198161","","","","","","","","Montalvan Carmona, Marco Antonio","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000012","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.185168","","","","","-76.975872","","","","","","","PE Ger P1 Lima Sur","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLspAAG","0","","PE-LIM-10221731","","0128a000000NQFW","000000000000000AAA","Av. Huarochiri D 02","ATE","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","992564701","","10221731","","","","","","","","Vasquez Llatas, Jose Joel","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000013","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.052507","","","","","-76.947318","","","","","","","PE Ger P1 Lima Este","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLsqAAG","0","","PE-LIM-10231313","","0128a000000NQFW","000000000000000AAA","Psje. Bolivar 0115","COMAS","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","922868185","","10231313","","","","","","","","Chiroque Sernaque, Tomas","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000014","","","","","","","","","","","","","","","","N/A","","","","","","","","-11.91077255","","","","","-77.02370057","","","","","","","PE Ger P1 Lima Norte","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLsrAAG","0","","PE-LIM-10236007","","0128a000000NQFW","000000000000000AAA","Ca. Marconi 305","SAN ISIDRO","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","959501208","","10236007","","","","","","","","Jorge Torres, Jose Crisanto","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000015","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.089697","","","","","-77.049193","","","","","","","PE Ger P1 Lima Centr","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLssAAG","0","","PE-LIM-10237824","","0128a000000NQFW","000000000000000AAA","Ca. 01 Mz D-2 Lt 025","RIMAC","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","955124831","","10237824","","","","","","","","Torres Guillen, Adelaida","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000016","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.01579","","","","","-77.03322","","","","","","","PE Ger P1 Lima Centr","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLstAAG","0","","PE-LIM-10251468","","0128a000000NQFW","000000000000000AAA","Ca. Jupiter 109","SANTIAGO DE SURCO","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","980878437 - 935115807 franklin hermano m","","10251468","","","","","","","","Gamarra Montesinos, Jorge Manuel - catalina caty","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000017","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.148253","","","","","-76.99123","","","","","","","PE Ger P1 Lima Sur","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLsuAAG","0","","PE-LIM-10252171","","0128a000000NQFW","000000000000000AAA","Av. Lopez Pazos 0176","CARMEN DE LA LEGUA REYNOSO","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","936359204","","10252171","","","","","","","","Quiroz Perez, Vilma Adriana","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000018","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.348143","","","","","-76.812689","","","","","","","PE Ger P1 Lima Oeste","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLsvAAG","0","","PE-LIM-10255395","","0128a000000NQFW","000000000000000AAA","Aa.hh. Bocanegra Mz D11 Lt 008","CALLAO","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","15750527","","10255395","","","","","","","","Cutipa Luque, Claudia","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000019","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.025633","","","","","-77.095618","","","","","","","PE Ger P1 Lima Oeste","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLswAAG","0","","PE-LIM-10258743","","0128a000000NQFW","000000000000000AAA","Jr. Los Girasoles 1028","LOS OLIVOS","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","979786401","","10258743","","","","","","","","Luis Aguilar, Lilia Margot","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000020","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.009387","","","","","-77.074622","","","","","","","PE Ger P1 Lima Oeste","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLsxAAG","0","","CO-SOL-10386347","","0128a000000NQFW","000000000000000AAA","CL 50 12 A -04","ATLANTICO","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","6053930187-3114203952-6053651477","","10386347","","","","","","","","Tienda Milanexa","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000021","","","","","","","","","","","","","","","","CO Norte","","","","","","","","6.29727","","","","","-75.5538","","","","","","","CO GC Barranquilla","","","","","","","","","N/A","","CO SV ASR1-Metro2","","","","","","",""
"0018a000020QLsyAAG","0","","CO-SOL-10390540","","0128a000000NQFW","000000000000000AAA","CL 83 71-57","ATLANTICO","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3106218834-6053557903-6053732333","","10390540","","","","","","","","Autoservicio Merca Rapido Roma","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000022","","","","","","","","","","","","","","","","CO Norte","","","","","","","","3.422283463","","","","","-76.52763406","","","","","","","CO GC Barranquilla","","","","","","","","","N/A","","CO SV MXUR-Sur","","","","","","",""
"0018a000020QLszAAG","0","","CO-SOL-10407028","","0128a000000NQFW","000000000000000AAA","CL 75 61-12","ATLANTICO","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3015808905-6053532887-6053531378","","10407028","","","","","","","","La Fama","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000023","","","","","","","","","","","","","","","","CO Norte","","","","","","","","6.29568421","","","","","-75.5577","","","","","","","CO GC Barranquilla","","","","","","","","","N/A","","CO SV MXUR-Sur","","","","","","",""
"0018a000020QLt0AAG","0","","PE-LIM-10479161","","0128a000000NQFW","000000000000000AAA","Av. STA. ROSA Mz E Lt 2","ATE","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","936788985","","10479161","","","","","","","","Pandal Quispe, Yuly","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000024","","","","","","","","","","","","","","","","N/A","","","","","","","","-12.01645","","","","","-76.87628","","","","","","","PE Ger P1 Lima Este","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLt1AAG","0","","PE-LIM-10511086","","0128a000000NQFW","000000000000000AAA","Av. Jose Santos Chocano 401","LOS OLIVOS","","","Peru","","PE","","","","","","","","Mexico","","MX","","","","913488039","","10511086","","","","","","","","Cacha Magui‚??¬±a, Yolanda Elena","","","PEN","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000025","","","","","","","","","","","","","","","","N/A","","","","","","","","-11.994697","","","","","-77.065408","","","","","","","PE Ger P1 Lima Oeste","","","","","","","","","N/A","","N/A","","","","","","",""
"0018a000020QLt2AAG","0","","CO-MED-10517935","","0128a000000NQFW","000000000000000AAA","CL 96 68-61","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3128422075-6043321815","","10517935","","","","","","","","Granero Alicante","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000026","","","","","","","","","","","","","","","","CO Andes","","","","","","","","6.29109314","","","","","-75.57236306","","","","","","","CO GC MedellIn","","","","","","","","","N/A","","CO SV MXUR Nor Occ","","","","","","",""
"0018a000020QLt3AAG","0","","CO-MED-10526936","","0128a000000NQFW","000000000000000AAA","KR 43 81-02","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3103526759-6045730830-3507307585","","10526936","","","","","","","","Granero La 43","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000027","","","","","","","","","","","","","","","","CO Andes","","","","","","","","6.27342","","","","","-75.552","","","","","","","CO GC MedellIn","","","","","","","","","N/A","","CO SV MXUR Centro Or","","","","","","",""
"0018a000020QLt4AAG","0","","CO-MED-10531002","","0128a000000NQFW","000000000000000AAA","CL 29 55-3","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3135823735-3166382835-6042727293","","10531002","","","","","","","","Merca Todo Las Caba‚??¬±as","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000028","","","","","","","","","","","","","","","","CO Andes","","","","","","","","6.31777","","","","","-75.5608","","","","","","","CO GC Antquia Pblciones","","","","","","","","","N/A","","CO SV MXUR-Nororient","","","","","","",""
"0018a000020QLt5AAG","0","","CO-MED-10532447","","0128a000000NQFW","000000000000000AAA","KR 46 B 73 SUR 3","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","6042889125-3113251387","","10532447","","","","","","","","Granero Entre Amigos","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000029","","","","","","","","","","","","","","","","CO Andes","","","","","","","","6.15178","","","","","-75.6192","","","","","","","CO GC Suroeste","","","","","","","","","N/A","","CO SV MXUR-Metro 1","","","","","","",""
"0018a000020QLt6AAG","0","","CO-MED-10535698","","0128a000000NQFW","000000000000000AAA","KR 61 37A-81","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3152757018-3013269722-3182657928","","10535698","","","","","","","","Kiosco Donde Willi","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000030","","","","","","","","","","","","","","","","CO Andes","","","","","","","","6.17226","","","","","-75.6274","","","","","","","CO GC Suroeste","","","","","","","","","N/A","","CO SV MXUR-Metro 1","","","","","","",""
"0018a000020QLt7AAG","0","","CO-MED-10535985","","0128a000000NQFW","000000000000000AAA","CL 32 A 45A-10","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","6043722637-3162547178","","10535985","","","","","","","","Granero Yicnert","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000031","","","","","","","","","","","","","","","","CO Andes","","","","","","","","6.1645","","","","","-75.6188","","","","","","","CO GC Suroeste","","","","","","","","","N/A","","CO SV ASR1-Metro 2","","","","","","",""
"0018a000020QLt8AAG","0","","CO-MED-10536464","","0128a000000NQFW","000000000000000AAA","KR 24 A 37-3","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3008778050-3003681573-6042271496","","10536464","","","","","","","","Merca Palmas","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000032","","","","","","","","","","","","","","","","CO Andes","","","","","","","","6.22936","","","","","-75.5522","","","","","","","CO GC MedellIn","","","","","","","","","N/A","","CO SV MXUR Centro","","","","","","",""
"0018a000020QLt9AAG","0","","CO-MED-10540450","","0128a000000NQFW","000000000000000AAA","KR 76 32BB-43","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3136130979-6043420193","","10540450","","","","","","","","Salsamentaria La Sultana","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000033","","","","","","","","","","","","","","","","CO Andes","","","","","","","","-74.8085","","","","","10.9893","","","","","","","CO GC MedellIn","","","","","","","","","N/A","","CO SV MXUR Sur Ori","","","","","","",""
"0018a000020QLtAAAW","0","","CO-MED-10546479","","0128a000000NQFW","000000000000000AAA","KR 56 9-100","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3217716289","","10546479","","","","","","","","Cafeteria El Condor","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000034","","","","","","","","","","","","","","","","CO Andes","","","","","","","","6.215688272","","","","","-75.58346171","","","","","","","CO GC MedellIn","","","","","","","","","N/A","","CO SV MXUR Sur Ori","","","","","","",""
"0018a000020QLtBAAW","0","","CO-MED-10555549","","0128a000000NQFW","000000000000000AAA","CL 48 C 65A-50","ANTIOQUIA","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3105044001-6044365529-3107250655","","10555549","","","","","","","","Charcuteria Licores Y Algo Mas","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000035","","","","","","","","","","","","","","","","CO Andes","","","","","","","","4.53808","","","","","-74.115","","","","","","","CO GC MedellIn","","","","","","","","","N/A","","CO SV MXUR Cntro Occ","","","","","","",""
"0018a000020QLtCAAW","0","","CO-BOG-10585716","","0128a000000NQFW","000000000000000AAA","KR 95 B 130 C -15","BOGOTA D.C","","","Colombia","","CO","","","","","","","","Mexico","","MX","","","","3133482983-6016813821-3017906099","","10585716","","","","","","","","Supermercado El Aguade‚??¬±o","","","COP","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000036","","","","","","","","","","","","","","","","CO Centro","","","","","","","","3.53693308","","","","","-76.28012375","","","","","","","CO GC Bog Norte","","","","","","","","","N/A","","BogNor - Engativa","","","","","","",""
